,Time,User,Tweet,Country,No of retweet
3757,2023-01-25 09:54:41+00:00,abimbolaolukann,@ZenithBank Check your dm,,0
3758,2023-01-25 09:53:26+00:00,Son04Grace,"@i_am_anny1 @MTN180 @ZenithBank @myaccessbank The matter long 
Since on Friday",,0
3759,2023-01-25 09:53:15+00:00,AdesokanAdekun9,@ZenithBank Please can you explain electronic transfer level that you are deducting from my account every week,,0
3760,2023-01-25 09:53:08+00:00,a_dunola07,"At this point, I think all @ZenithBank affected customers should all come together and sue them because what is it? Is it only your bank? A lady was still lamenting of 4 millions earlier this month and now this? To think they collected bank of the year award. Awọn oníyèyè. https://t.co/yxnEcDBq2R",,4
3761,2023-01-25 09:52:54+00:00,Neefaa01,@ZenithBank Yeye bank refund my money,,0
3762,2023-01-25 09:52:20+00:00,Neefaa01,@ZenithBank Refund my money,,0
3763,2023-01-25 09:51:33+00:00,fujiblunt,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",Edge of Insanity,43
3764,2023-01-25 09:50:09+00:00,Jioke_Jioke,@apheees_ng @cenbank @ZenithBank REJECT OLD NAIRA Notes from Banks. No gree o,,0
3765,2023-01-25 09:49:26+00:00,Ruky_duran,@ZenithBank @zenith reply your dm and reverse my money fast,"Lagos, Nigeria",0
3766,2023-01-25 09:48:59+00:00,PrinceDnice,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC",maiduguri,183
3767,2023-01-25 09:48:27+00:00,JloBlessing,"RT @ZenithBank: Let us help you reach your Zenith.

#ZenithBank #Wednesday #GoodMorning #MorningMotivation https://t.co/V87gdQJGjT",,17
3768,2023-01-25 09:48:12+00:00,i_am_anny1,RT @Son04Grace: I recharged 6000 airtime via my MTN APP I was debit and even got a mail from @MTN180 that the transaction was successful. T…,In your heart🥺😊,4
3769,2023-01-25 09:48:02+00:00,i_am_anny1,@Son04Grace @MTN180 @ZenithBank Same thing happened to me yesterday night up till now I haven’t seen both the money and the card @myaccessbank,In your heart🥺😊,2
3770,2023-01-25 09:47:14+00:00,Latie32,@ZenithBank Why do I get debited even for credit alerts?,,0
3771,2023-01-25 09:45:54+00:00,Emmanue81168063,"RT @ZenithBank: Let us help you reach your Zenith.

#ZenithBank #Wednesday #GoodMorning #MorningMotivation https://t.co/V87gdQJGjT",,17
3772,2023-01-25 09:45:30+00:00,MrDecency_,"@ZenithBank and @myaccessbank 
@accessbank_help 
Kindly return my money or credit my meta business suit ad account.
This is daylight robbery.
I have lost over 8-10 to @ZenithBank through this debit and not crediting means.
I'm using this ad to promote my cake 🍰 business.",Earth ,0
3773,2023-01-25 09:45:27+00:00,EmodiProsper,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",Nigeria,43
3774,2023-01-25 09:44:44+00:00,Geenyzeeny,@YourViewTVC Let's not forget the major fraud going on at @ZenithBank these days.... people are scared of banking their monies now,"Lagos,Nigeria",0
3775,2023-01-25 09:44:18+00:00,bukolasmithh,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.","Nottingham, England",43
3776,2023-01-25 09:43:30+00:00,Pr8nz,There is something fundamentally wrong with @ZenithBank.,,0
3777,2023-01-25 09:42:04+00:00,Nataries4,@ZenithBank Gadu branch have no network,Antioch ,0
3778,2023-01-25 09:41:55+00:00,generalocampo,@Opresii @ZenithBank,"Accra, Ghana",0
3779,2023-01-25 09:41:26+00:00,damilolaa_xoxo,"RT @a_ma_ka__: @ZenithBank  Refund my money 
@ZenithBank Refund my money 
@ZenithBank Refund my money 
@ZenithBank my money is 4,039,900 no…",...,2645
3780,2023-01-25 09:40:55+00:00,TonyEmpireGroup,"@ZenithBank Please when someone makes a transfer and it says Successful, it should be in the recipients account in seconds if not minutes. I sent money to someone since 9am and she's yet to get it.
Please fix this and redeem your bank image. Lots of complaints lately.","Lagos, Nigeria",0
3781,2023-01-25 09:40:50+00:00,Pato40457562,@ZenithBank I have been Trying to make transfer do transfer to firstbank from my zenith App but is not going why ?,Nigeria,0
3782,2023-01-25 09:40:15+00:00,SG0511GW,@Okeyjunior @awelz_davids @ZenithBank 😂😂,,0
3783,2023-01-25 09:38:32+00:00,agboelisha79,@ZenithBank ],,0
3784,2023-01-25 09:37:45+00:00,expatriate_nel,Dear @ZenithBank please reverse my money or credit my account because I just bought airtime and it didn't reflect in my number..,Nigeria,0
3785,2023-01-25 09:36:56+00:00,Edvige72,@get_carbon @Carbon @ZenithBank I have replied you. Do the needful,Lagos,0
3786,2023-01-25 09:34:52+00:00,AuwalsaniYusuf2,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC","Kaduna, Nigeria",183
3787,2023-01-25 09:34:20+00:00,nishishamaren,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",Uyo,43
3788,2023-01-25 09:33:45+00:00,kennyHTP,"@War_baby4PF @Diagnostic_Cas @Obi_of_Anambra_ @Apple @AppleMusic @ZenithBank Ah, does that mean we’ll need dollar card for international transactions now?",sᴘᴀᴄᴇ,0
3789,2023-01-25 09:32:26+00:00,apheees_ng,@cenbank It's unfortunate that commercial banks are not buying into your vision. I just left @ZenithBank  Isolo road branch in Lagos and I can tell you they are only dispensing old naira notes. I demand for new notes but they refused. They told us that the time will be extended.,Lagos,0
3790,2023-01-25 09:29:31+00:00,SmallJohnson8,@ZenithBank @SomtochukwuEm14 Hello Good morning,,0
3791,2023-01-25 09:28:46+00:00,y_ewatomi,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC",,183
3792,2023-01-25 09:26:57+00:00,MayowaJoshua12,@ZenithBank please respond to me and refund my money please,,0
3793,2023-01-25 09:26:41+00:00,Mayowa14824969,@ZenithBank please respond to me and refund my money please,,0
3794,2023-01-25 09:26:25+00:00,Mayowa77002270,@ZenithBank please respond to me and refund my money please@,,0
3795,2023-01-25 09:25:47+00:00,Joyjerr04694522,@ZenithBank @ZenithBank please you guys should pay me my money since 8 December,"Lagos, Nigeria",0
3796,2023-01-25 09:25:22+00:00,get_carbon,"@Edvige72 @Carbon @ZenithBank Hello, we sincerely apologize for this experience. We have sent you a DM for further assistance.","Lagos, Nigeria",0
3797,2023-01-25 09:23:37+00:00,timi0301,"Such an arrogance... Nobody deemed it fit to reply to my tweet yesterday... Wasted airtime calling them for over 1hr twice to no avail, they're not replying emails either. @ZenithBank you are a useless brand https://t.co/TwcZBTYh9M",Nigeria,0
3798,2023-01-25 09:20:13+00:00,realDaranijo,Dear @FirstBankngr @ZenithBank @PolarisBankLtd @UBAGroup @StanbicIBTC @myaccessbank kindly help us tell your banks in Saki West local government to load new Naira in their ATM as well as attend to people who wants to deposit their old Naira. People are really suffering. @cenbank,earth,2
3799,2023-01-25 09:19:29+00:00,Edvige72,@get_carbon @Carbon and @ZenithBank please where is my money? I made a transfer from my zenith account on dec 15th 2022 to my friend's carbon acc. She never received it but I was debited. @ZenithBank keeps telling me they are waiting for @carbon to return the money😡😡😡😡😡,Lagos,0
3800,2023-01-25 09:19:24+00:00,TheGbosh,What is actually wrong with @ZenithBank these days,Lasgidi,0
3801,2023-01-25 09:18:35+00:00,DeTOF1,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC",Nigeria,183
3802,2023-01-25 09:16:48+00:00,MoonlightEnte14,"RT @ZenithBank: Let us help you reach your Zenith.

#ZenithBank #Wednesday #GoodMorning #MorningMotivation https://t.co/V87gdQJGjT",,17
3803,2023-01-25 09:15:59+00:00,gatsegwasiPhD,@nwosubuzor @ZenithBank Awwwww thank you dear. I appreciate you,"Birmingham, England",0
3804,2023-01-25 09:14:49+00:00,ogbu_chidubem,@ZenithBank you guys hv started again😒,"Enugu, Nigeria",0
3805,2023-01-25 09:09:49+00:00,Benita750,"If you are currently banking with @ZenithBank, I suggest you move all your money to a more secure account and close that account. They are stealing customers money and not doing anything about it.

#ZenithBank #thieves",,0
3806,2023-01-25 09:08:38+00:00,Timilemon,@patra1708 @Dotman44580101 @constanceamaka2 @ZenithBank I know their type. They will come here to be forming all knowing and sacrosanct but he can’t even take half of it when it happens to him. Rubbish,World.,0
3807,2023-01-25 09:08:31+00:00,abdulganiusagir,@ZenithBank You can't resolve despence error,kano city,0
3808,2023-01-25 09:08:16+00:00,AssistantHusba2,"RT @longlivebayor: @cenbank Investigate @ZenithBank for theft, they are stealing peoples money",,1
3809,2023-01-25 09:07:14+00:00,AlvinIshua116,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC",Nigeria,183
3810,2023-01-25 09:06:32+00:00,abdulganiusagir,"RT @ZenithBank: Let us help you reach your Zenith.

#ZenithBank #Wednesday #GoodMorning #MorningMotivation https://t.co/V87gdQJGjT",kano city,17
3811,2023-01-25 09:03:20+00:00,Agathaafe,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.","Lagos, Nigeria",43
3812,2023-01-25 09:02:47+00:00,Gabbiebabbi,@zenithbankcah @ZenithBank,"Lagos, Nigeria",0
3813,2023-01-25 09:02:23+00:00,OmoyiboIvory,@timi0301 @ZenithBank Lol. Kpele,"Lekki, Nigeria",0
3814,2023-01-25 09:01:42+00:00,abikieade,@scarfizal @ZenithBank @UBAGroup Got some last week....,Nigeria,0
3815,2023-01-25 09:00:17+00:00,Benita750,@ZenithBank Thieves! Fix your bank,,0
3816,2023-01-25 08:59:25+00:00,Benita750,"@ZenithBank you guys are really thieves ooo, I bought airtime twice from my mobile app, it told me transaction failed but I was still debited. I have read other people complain but now I know you all are thieves and scammers. Better fix your bank. Fucktards!",,0
3817,2023-01-25 08:59:11+00:00,Atai4Samuel,"RT @ZenithBank: Let us help you reach your Zenith.

#ZenithBank #Wednesday #GoodMorning #MorningMotivation https://t.co/V87gdQJGjT",,17
3818,2023-01-25 08:57:51+00:00,timi0301,"Zenith is a useless bank
Zenith is a useless bank
Zenith is a useless bank
@ZenithBank is a very useless bank
Zenith is a useless bank
Zenith is a useless bank
Zenith is a useless bank
@ZenithBank is a very useless bank",Nigeria,1
3819,2023-01-25 08:57:33+00:00,AsvpRoski,"RT @a_ma_ka__: Please Nigerians keep tagging @ZenithBank ….I need my money complete. 4,039,900 not 800,500
@ZenithBank Refund my money in f…",🌏,19046
3820,2023-01-25 08:57:32+00:00,MondayEyo4,"@ZenithBank Good morning
Pls l need help on a transaction l did on 23/01/2023 up till date the receiver said he has not been credited. My name is Monday Eyo
Here is my account details
1005603627.","Lagos, Nigeria",0
3821,2023-01-25 08:57:01+00:00,surv3secondz,@scarfizal @ZenithBank @UBAGroup But I thought the policy was  our ATM woildnt dispense 1000 notes again. that we can only get 200 naira notes?,Nigeria,0
3822,2023-01-25 08:56:18+00:00,cerberussawyer,"@diisa2002 Sharrap! Don’t Christian workers do praise and worship before opening up? I worked with @ZenithBank between 2008-2009, lekki and ribadu branches, and it was a usual morning thing",Ilè òòshà,0
3823,2023-01-25 08:56:11+00:00,Jammboiy,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",Lagos,143
3824,2023-01-25 08:55:53+00:00,Winniecdo,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",Nigeria,143
3825,2023-01-25 08:55:47+00:00,FadereraT,"@ZenithBank It's so crazy still having an account with you people
What's the stamp duty for?
I don't understand if you are the one maintaining my card deduction money for card maintenance 
It's absurd.",Lagos,0
3826,2023-01-25 08:54:18+00:00,stanley_108,"@ZenithBank I did airtime last week Friday and I didn't receive the airtime but it was deducted from my acct balance , I am yet to receive the reversal up till now.",,0
3827,2023-01-25 08:54:06+00:00,broadstreetlag,"Five #banking #stocks, $abl @myaccessbank $uba 
@UBAGroup , $gtb @gtbank , $zen @ZenithBank &amp; $fbn @FirstBankngr listed in #nigeria @ngxgroup  featured on the #topvolume yesterday trading over 50m #shares #HA https://t.co/YOcPwnojAH https://t.co/R44quudcFH","Abuja, Nigeria",0
3828,2023-01-25 08:53:43+00:00,Gabbiebabbi,@zenithbankcah If you don’t get out! With your 0 followers page.  @ZenithBank see the rubbish you guys are causing 🤬🤬🤬🤬 scammers everywhere,"Lagos, Nigeria",1
3829,2023-01-25 08:52:34+00:00,SemiNigerian,RT @scarfizal: Yea @ZenithBank @UBAGroup in wuse 2 Abuja,Where generators sing ,1
3830,2023-01-25 08:52:03+00:00,longlivebayor,"@cenbank Investigate @ZenithBank for theft, they are stealing peoples money","England, United Kingdom",1
3831,2023-01-25 08:52:00+00:00,onibekwe,"@ZenithBank, please what’s happening to your Internet banking platform this morning in Lagos?.
 @Peterobifc  @lasgcopa @ConsumersNCC",,0
3832,2023-01-25 08:51:51+00:00,ahmad_inuwah,"RT @Babarjide: @ZenithBank It is the negligence of your staffs that got me here. 1,213,000 was removed from my account 3rd of Jan at around…",Nigeria,793
3833,2023-01-25 08:51:28+00:00,1Clinton_wills,@Opresii @ZenithBank,"Berlin, Germany",0
3834,2023-01-25 08:51:16+00:00,longlivebayor,@ZenithBank you people are thieves,"England, United Kingdom",0
3835,2023-01-25 08:50:20+00:00,iam_cashlope,"@ZenithBank Hiiiiiii, cydm pls","Ibadan, Nigeria",0
3836,2023-01-25 08:50:09+00:00,KingMoEasy1,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC",,183
3837,2023-01-25 08:49:26+00:00,Nick_Jay_R,"RT @Babarjide: @ZenithBank It is the negligence of your staffs that got me here. 1,213,000 was removed from my account 3rd of Jan at around…","Lagos, Nigeria",793
3838,2023-01-25 08:49:05+00:00,Amobbss,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",,43
3839,2023-01-25 08:48:22+00:00,Gabbiebabbi,@ZenithBank Abeg if it’s only decorating Christmas 🎄 lights you guys are good for then stick to it because I don’t understand how y’all can’t have good internet for 3 days straight without jonsing or embarrassing your customers outside!!! @cenbank @ZenithBank,"Lagos, Nigeria",0
3840,2023-01-25 08:46:30+00:00,tolzlani,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",In a scummunity,43
3841,2023-01-25 08:45:29+00:00,ahmedaliyu22,@scarfizal @ZenithBank @UBAGroup Jaiz Bank (Hajj House) Central Business District., Nigeria,0
3842,2023-01-25 08:45:13+00:00,ThanosGrandPa,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",Nigeria,143
3843,2023-01-25 08:42:52+00:00,AgbochenuGrace,"@ZenithBank I made a transfer to my course rep on the 23rd of this month. I was debited but he has not been credited till now, please send it back to my account @ZenithBank","Lagos, Nigeria",0
3844,2023-01-25 08:42:40+00:00,MrDecency_,"@ZenithBank @myaccessbank @accessbank_help @access_more 
Kindly refund my money.
Return my money",Earth ,0
3845,2023-01-25 08:41:34+00:00,NOMSO22,"@a_ma_ka__ @ZenithBank @cenbank @falzthebahdguy @DONJAZZY @AntiCorruptIntl That's my my mum was I'll,money contributed for her treatment was wiped off my dad's @myaccessbank @UBAGroup and @ZenithBank account almost 1.2 million. They made him do police report and all that. At the end na sorry we hear. My mum is late now. These banks don't care.","Lagos, Nigeria",0
3846,2023-01-25 08:40:03+00:00,chiemekaorji,@ZenithBank Jj,Lagos ,0
3847,2023-01-25 08:37:17+00:00,finemanforeal,@ZenithBank Tv. C.,"Lagos, Nigeria",0
3848,2023-01-25 08:36:36+00:00,ayanabijoux,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…","Lagos, Nigeria",143
3849,2023-01-25 08:35:27+00:00,Slimtee081,@_rotimiadebisi @ZenithBank Thought it was only me o....this is serious,,0
3850,2023-01-25 08:34:26+00:00,Rollandpolycarp,"@ZenithBank, @info_zenithbank I have been sending dms and nothing has been done. I have called customer care almost 30times nothing. I have filled form online at the bank still nothing. When will I have my refund pls? https://t.co/5obesAi7sm",Nigeria,0
3851,2023-01-25 08:33:26+00:00,Jeyon1,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…","Lagos, Nigeria",143
3852,2023-01-25 08:32:36+00:00,yojora,"@officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks like the bank or @cenbank aren’t helping in any way..
It’ll be helpful if EFCC can publish the steps to report these crimes to the agency https://t.co/s1fSQNhMaw",,143
3853,2023-01-25 08:32:34+00:00,magnateon,"RT @ZenithBank: Tag that person under this post.

#ZenithBank #TuesdayFun #Appreciation #Tuesday https://t.co/XzKPRIogbd",NIGERIA,3
3854,2023-01-25 08:29:38+00:00,Weissma65450177,@ZenithBank @richyboy035 I make a transfer of 4100 yesterday and they debit me but they don’t credit the account I paid into,,0
3855,2023-01-25 08:29:28+00:00,Weissma65450177,@ZenithBank I make a transfer of 4100 yesterday and they debit me but they don’t credit the account I paid into,,0
3856,2023-01-25 08:28:18+00:00,Weissma65450177,@ZenithBank @SomtochukwuEm14 Check your dm,,0
3857,2023-01-25 08:26:30+00:00,prolificstella,"@ZenithBank kindly refund me, my N1,500 for the airtime that I bought from my app but was not credited to my number. It's been over a week now! https://t.co/tFuepsz5Ie https://t.co/JScYc8dsDA",Lagos,0
3858,2023-01-25 08:26:27+00:00,Kuntakinte7885,@Man__in___Black @ZenithBank @awelz_davids Same with me 2months going now..,,0
3859,2023-01-25 08:25:52+00:00,Adedoyi48661328,@zenithbankcah Are you sure this is real @ZenithBank customer care no u sent to me been trying to follow all the instructions giving to me but why asking for my pin?,"Lagos, Nigeria",0
3860,2023-01-25 08:25:49+00:00,Kuntakinte7885,@ZenithBank @awelz_davids Direct messages I have been sending for 2months now. You people don't want to refund my money. Thieves. I will create a scene in the bank soon.,,0
3861,2023-01-25 08:25:32+00:00,moniquedvibe,@Babarjide @ZenithBank If Nigeria was to be called a Bank..it will be #Zenith,Benin City,0
3862,2023-01-25 08:23:11+00:00,gloryalio,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC",Nigeria,183
3863,2023-01-25 08:22:36+00:00,Jimmydballer10,@ZenithBank Why can't I login to the app with my new phone @ZenithBank,Nigeria,0
3864,2023-01-25 08:21:34+00:00,jojokuchi,RT @hacknonymos: Zenith bank is after my life ooo @ZenithBank I use an iPhone but not iPhone 13. And I did not login to my mobile app yeste…,"Lagos, Nigeria",1
3865,2023-01-25 08:21:31+00:00,Nana_hauwa_,@ZenithBank @awelz_davids Nah lie. Unah no go assist anything. Until them press unah neck well well.,Middle of Nowhere...📍,0
3866,2023-01-25 08:19:24+00:00,Beckysilver19,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC",,183
3867,2023-01-25 08:18:27+00:00,temid413,@ZenithBank Please I log a failed transactions since January 4 and up till now I have not been refunded,"Lagos, Nigeria",0
3868,2023-01-25 08:18:11+00:00,Emmykay2emmy,"@ZenithBank @ZenithBank are you guys thief...a failed data transaction,got debited and still yet to be refunded since Saturday...This is not the first time I have been ignoring but I can't take it any longer again o",,0
3869,2023-01-25 08:16:41+00:00,Emmteco1,"@ZenithBank I can't count how many times you people have debited me for no reason, countless times, with nonsense charges. Banking with you isn't idea for now to be frank, pls adjust things more. U people wanna frustrate costumers for nothing.",,0
3870,2023-01-25 08:14:45+00:00,blacksugar_ng,RT @a_ma_ka__: @ZenithBank Refund my 4 million naira.😭😭😭😭😭 https://t.co/QjqcjaJPk4,"Lagos, Nigeria",12574
3871,2023-01-25 08:14:28+00:00,Tipbam2,"@ZenithBank Am really disappointed the way they handle their customers.
You sent me message to pick up my ATM card, I came to your office at mokola Ibadan,you asked me to write down my name for almost a month now,they are still searching for it,yet to call me up again for the pick-up 👎",,0
3872,2023-01-25 08:13:44+00:00,scarfizal,Yea @ZenithBank @UBAGroup in wuse 2 Abuja https://t.co/xcsaaDwTG7,Abuja,1
3873,2023-01-25 08:12:44+00:00,Sengodson,"@a_ma_ka__ @dede_ngwa1 @ZenithBank What is wrong with zenith,I go close my account first",,0
3874,2023-01-25 08:12:07+00:00,meekjane2,@R_ebuka01 @ZenithBank @ZenithBank ....You should resolve this publicly.,"Ikeja, Nigeria",0
3875,2023-01-25 08:11:51+00:00,shodiyaadebayo1,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC","Lagos, Nigeria",183
3876,2023-01-25 08:10:17+00:00,patra1708,@Dotman44580101 @Timilemon @constanceamaka2 @ZenithBank Oga what is your problem?,"Lagos,Abuja,Port-harcourt",0
3877,2023-01-25 08:06:43+00:00,Arebecca_2003,@Yucee_Loveth @man_of_royalty @ZenithBank Me na 490 Dem remove last week,,0
3878,2023-01-25 08:06:17+00:00,omoniyiadeleye1,@ZenithBank Help us oooooooooooo,"Federal Capital Territory, Nig",0
3879,2023-01-25 08:04:38+00:00,dragon_squadLTD,"@ZenithBank Help me with this,money not seen till date.

Kindly be informed that the referenced transaction was successfully processed from our end. Please provide this session ID (000015221218162243400003368519) to the beneficiary to contact his/her bank to confirm receipt of funds.",,0
3880,2023-01-25 08:02:44+00:00,dragon_squadLTD,"RT @dragon_squadLTD: @ZenithBank  please this money is still hanging.

Kindly be informed that the referenced transaction was successfully…",,1
3881,2023-01-25 08:02:40+00:00,SodiqSkyrain,"@JenniferRaphea2 @ZenithBank @legitngnews Have been debited up to three times just dz January for electronic money transfer levy, is dz still what they claim it is?","Federal Capital Territory, Nig",0
3882,2023-01-25 07:56:11+00:00,Christi16599508,"@ZenithBank Use OPay &amp; Thank me later,I just got my free OPay debit card delivered to me.
No Transfer Charges,No ATM withdrawal charges,No card maintenance charges &amp; co
OPAY is simply the Best.Register via d link,Earn N1200 welcome Bonus
Enjoy banking with no stress😊 https://t.co/AUM7p11P1v https://t.co/PYkBQSxZ7m","Lekki,Lagos State.",0
3883,2023-01-25 07:52:55+00:00,KennyCo49520981,"@ZenithBank @awelz_davids I was debuted in POS stand, and it still not refunded to my bank account up till now",,0
3884,2023-01-25 07:51:20+00:00,richyboy035,"@ZenithBank nothing

Please I don't like trouble but 

Account number 2426436812
Account name Richard Bernard",Nigeria,0
3885,2023-01-25 07:50:44+00:00,richyboy035,"@ZenithBank Hello
Good morning
I made a withdrawal of 3000
On the 9 of December from a pos that was declined and I was debited

I emailed your customers care and called which I was told will be returned till date nothing I went to the nearest zenith Bank
There told me 15 days till date",Nigeria,0
3886,2023-01-25 07:48:33+00:00,theelite_pearll,@ZenithBank Wahala for who Dey still use your bank.,"Ogun, Nigeria",0
3887,2023-01-25 07:44:06+00:00,Crystal_feeky,"@ZenithBank,  an unauthorized payment happened in my dom account unknown to me. I have reported and blocked my card. Yet my money has not been reversed.

Why are banks siphoning people's hard earned money???
@ZenithBank",,0
3888,2023-01-25 07:41:16+00:00,teaajay,@ZenithBank 🤦🏽 https://t.co/U1x802x1tw,Lagos,0
3889,2023-01-25 07:40:42+00:00,MrDecency_,"@myaccessbank @accessbank_help @access_more and @ZenithBank please kindly explains the reason behind not crediting @Meta business suit account.
I used my @ZenithBank card to credit 1500 to my @meta business suit ad account,I was debited &amp; the ad account not credited @myaccessbank",Earth ,0
3890,2023-01-25 07:40:31+00:00,Adeyink68544921,@ZenithBank All this zenith account are nothing but fake,,0
3891,2023-01-25 07:39:40+00:00,Kystone,"@ZenithBank @FBN_help @UBACares How much do you charge over the canter for withdrawals of N200,000?","Benin city, Edo state",0
3892,2023-01-25 07:38:00+00:00,Paschal__,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",Nigeria,43
3893,2023-01-25 07:37:39+00:00,grandmasterlao,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC","Lagos, Nigeria",183
3894,2023-01-25 07:37:12+00:00,unclebrodabros,@ZenithBank @SomtochukwuEm14 My message on you dm cannot be responded to abi,Abuja,0
3895,2023-01-25 07:36:58+00:00,princesofwealth,"RT @a_ma_ka__: @ZenithBank  Refund my money 
@ZenithBank Refund my money 
@ZenithBank Refund my money 
@ZenithBank my money is 4,039,900 no…","Lagos, Nigeria",2645
3896,2023-01-25 07:36:33+00:00,rsvptemple,"don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",,43
3897,2023-01-25 07:35:27+00:00,Lemene_XO,"That's why I stopped using my @ZenithBank account, I'd rather splurge it https://t.co/UOg7zyzWvG",Offline ,0
3898,2023-01-25 07:35:01+00:00,didiantai,"RT @a_ma_ka__: @ZenithBank  Refund my money 
@ZenithBank Refund my money 
@ZenithBank Refund my money 
@ZenithBank my money is 4,039,900 no…","Lagos, Nigeria",2645
3899,2023-01-25 07:33:48+00:00,Kas4love,@ZenithBank I was debited last night but has not recharged the number https://t.co/gGWEKs79Ty,owerri,0
3900,2023-01-25 07:33:44+00:00,josh_udochukwu,@Diagnostic_Cas @Obi_of_Anambra_ @NoraOribhabor @okhiria_blessed @Apple @AppleMusic @ZenithBank The stress 😭,,0
3901,2023-01-25 07:32:16+00:00,Diagnostic_Cas,@josh_udochukwu @Obi_of_Anambra_ @NoraOribhabor @okhiria_blessed @Apple @AppleMusic @ZenithBank My friend updated me that Fid£lity bank (Master or Visa card) works. So I guess that’s the way forward at this point.,Laboratory,0
3902,2023-01-25 07:29:41+00:00,abimbolaolukann,@ZenithBank Please check your dm,,0
3903,2023-01-25 07:28:35+00:00,JoyNweke11,@ZenithBank Why and when should you deduct this 50 naira from my account. Cause it was done twice last week and I can't remember making any payment whatsoever,"Abuja, Nigeria",0
3904,2023-01-25 07:28:08+00:00,josh_udochukwu,@Obi_of_Anambra_ @NoraOribhabor @okhiria_blessed @Diagnostic_Cas @Apple @AppleMusic @ZenithBank Please add me too🙏🙏🙏🙏,,0
3905,2023-01-25 07:26:21+00:00,thearike_,"@ZenithBank  I woke up to almost 600 dollars missing from my dollar account, because of how terrible of a bank you people’s bank is I know I’m not getting that money back but you people should sha continue.",Nigeria,0
3906,2023-01-25 07:25:26+00:00,OluwaleyeTemit1,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC",,183
3907,2023-01-25 07:24:46+00:00,Man__in___Black,"@ZenithBank @awelz_davids Lol, I have sent you guys a DM, and nothing was done.

They'll just tell you to be patient until it is forwarded to the appropriate desk.",,0
3908,2023-01-25 07:22:19+00:00,ChibuezeBrigh10,@ZenithBank U people are criminal bank,"Nnewi, Nigeria",0
3909,2023-01-25 07:19:01+00:00,utaji_simon,@ZenithBank Aka bank percentage,,0
3910,2023-01-25 07:17:52+00:00,Soma_official7,@ZenithBank I commend the courage of those who still have an account with zenith. Y'all are playing with your mental health and you obviously don't value it.,"Owerri, Imo state ",0
